0.229647,0.235986,0.231517,0.227694,0.241843
0.963523,0.957688,0.926798,0.948354,0.997718
1.76779,1.76794,1.88638,1.77239,1.8771
3.8015,3.12205,3.48629,3.58653,3.35241
4.79367,5.17769,5.37985,4.79367,5.11508
7.34029,7.22197,7.87766,8.37881,8.25855
10.2555,11.0186,10.9013,9.87098,10.6508
