82.0172,99.9412,86.906,88.2787,86.8214
65.2336,121.918,121.992,129.919,124.646
159.443,187.516,187.18,153.206,180.568
360.288,291.991,321.667,333.488,296.772
671.144,578.006,588.029,671.144,522.518
867.909,828.295,945.123,987.152,991.94
1650.02,1437.89,1447.37,1324.91,1442.83
