0.343980 72.2769
0.688714 134.824
1.03796 198.194
1.39178 257.171
1.74581 315.767
2.11242 376.513
2.48315 449.488
2.85711 525.293
3.24179 584.789
3.63806 654.154
4.04096 730.020
4.44359 787.986
4.85813 854.289
5.27477 913.778
5.69203 968.607
6.11551 1026.69
6.53898 1141.73
6.99644 1203.80
7.46522 1263.69
7.93227 1324.33
8.38007 1386.41
8.83352 1444.28
9.30620 1504.22
9.78244 1566.23
10.2555 1650.02
